titulo,tipo,ano,capa,sinopse,categoria
Zona Zero,Filme,2026.0,https://image.tmdb.org/t/p/w500/5tQ8kDNk00HPuVb43pZH1BmcNWQ.jpg,"De repente, um vírus que sofre mutações rápidas é liberado em uma conferência de biologia, forçando o isolamento imediato do local. A contaminação se espalha rapidamente, e os infectados não apenas atacam, eles evoluem de formas imprevisíveis e cada vez mais perigosas. Presos nesse confinamento, um grupo de sobreviventes precisa lutar pela própria vida enquanto, a cada minuto, as regras do jogo mudam.",Ação
Fúria,Série,2026.0,https://image.tmdb.org/t/p/w500/g9s9wOAQMfYNJoDf38fQRHCvlXr.jpg,"A agente do FBI Alice Black está à caça de uma misteriosa e calculista assassina em série. Ambas trilham caminhos distintos em busca de justiça, e à medida que suas vidas começam a se entrelaçar, a linha entre o certo e o errado se torna cada vez mais tênue.",Ação
Águas Mortais,Filme,2026.0,https://image.tmdb.org/t/p/w500/dWsw0X420R6ngEcVCkNlZ189Amr.jpg,"Um voo de Los Angeles para Xangai cai no meio do Oceano Pacífico. Após sobreviverem ao acidente, os passageiros logo percebem que não estão sozinhos e precisam lutar pela própria vida em águas infestadas por tubarões.",Ação
Além da traição,Série,2026.0,https://image.tmdb.org/t/p/w500/dyusVtoZ2h3RV6jbgTeqzRBMV7a.jpg,"Uma empreendedora de sucesso com uma vida aparentemente perfeita vê tudo desmoronar após descobrir que o marido está encobrindo um assassinato supostamente cometido pela filha. Enquanto a família tenta desesperadamente esconder a verdade, um chantagista anônimo afirma ter gravado tudo, arrastando-os para uma teia perigosa de mentiras, segredos e traição.",Blockbusters & Fura-Bolha
Uma Fortuna Qualquer,Série,2026.0,https://image.tmdb.org/t/p/w500/eEAJyAO5sBfVeL84G8NUqXocK8H.jpg,"Um vendedor comum ganha um prêmio enorme na loteria, mas decide continuar vivendo como antes, usando o dinheiro como um ""seguro"" emocional enquanto encara o cotidiano com uma perspectiva discretamente transformada.",Blockbusters & Fura-Bolha
Rick e Morty,Série,2013.0,https://image.tmdb.org/t/p/w500/5qfd0e2uMbVInX3YdeFbDsfxi1t.jpg,"O brilhante cientista beberrão Rick sequestra Morty, seu neto aborrescente, para viver loucuras em outros mundos e dimensões alternativas.",Blockbusters & Fura-Bolha
No Limite da Justiça,Filme,2026.0,https://image.tmdb.org/t/p/w500/3tQCQgJii07tbDDrd9DCEZRJEK2.jpg,"Um jovem agente negro do FBI é convocado para encontrar os culpados pela morte do ativista Vernon Dahmer. Para isso, ele precisa trabalhar ao lado de Gregory Scarpa, um dos assassinos mais notórios da máfia e acostumado a lidar com problemas usando violência e métodos questionáveis.",Terror
Em Coma,Série,2026.0,https://image.tmdb.org/t/p/w500/sUF9Taw59kInBPnEk50l4N2lP1S.jpg,"Depois que um ataque deixa Anabel em coma, ela e Rafael, um enfermeiro capaz de ouvir os mortos, precisam lutar para mantê-la viva antes que seus inimigos a encontrem.",Ação
Sobrenatural: Agora Entre Nós,Filme,2026.0,https://image.tmdb.org/t/p/w500/8IEzyoBOCbKIvJ9DMwHgceJkNsP.jpg,"Um trio de criminosos se infiltra em um bairro tranquilo e força uma nova família a entrar no plano astral, onde descobrem uma verdade aterradora: o Além está se infiltrando no mundo real.",Terror
"Vamos, Time!",Filme,2026.0,https://image.tmdb.org/t/p/w500/rJzfmcJLqML17sh7jlKV70D6y66.jpg,"Quando o evento de integração dá uma bela caída de nível, a equipe de colaboradores de uma empresa de queijos acha que chegou ao fundo do poço. Até saberem das demissões.",Ação
A Record of a Mortal’s Journey to Immortality,Série,2020.0,https://image.tmdb.org/t/p/w500/u1VRjvvCIVwb1MUhoxSAUimhoKZ.jpg,"Um garoto pobre e comum de uma aldeia se junta a uma seita menor em Jiang Hu e se torna um discípulo não oficial por acaso. Como Han Li, um plebeu de nascimento, estabelecerá um ponto de apoio para si mesmo em sua seita? Com sua aptidão medíocre, ele deve atravessar com sucesso o caminho traiçoeiro do cultivo e evitar a observação daqueles que podem causar-lhe mal. Esta é a história de um mortal comum que, contra todas as probabilidades, colide com demônios diabólicos e celestiais antigos, a fim de encontrar seu próprio caminho para a imortalidade.",Ação
深渊无间,Série,2026.0,https://image.tmdb.org/t/p/w500/b9ngtGNgaHBbLihRrT0MsPRY0GW.jpg,,Blockbusters & Fura-Bolha
Hot Spot,Filme,2026.0,https://image.tmdb.org/t/p/w500/42egzT6e4CIEdrEo4Xc31DKyGjA.jpg,,Blockbusters & Fura-Bolha
Michael,Filme,2026.0,https://image.tmdb.org/t/p/w500/gKWVxVJ5Q0JcQKj2Z8Hu5Qwo7s2.jpg,"A história da vida de Michael Jackson além da música, traçando sua jornada desde a descoberta de seu talento extraordinário como líder dos Jackson Five até o artista visionário cuja ambição criativa impulsionou uma busca implacável para se tornar o maior artista do mundo.",Aventura e Fantasia
"Quatro Mãos, Duas Sonatas",Série,2026.0,https://image.tmdb.org/t/p/w500/fxjh3IQjn5Duc5diImX1ayQ88AB.jpg,"Quando dois jovens pianistas de mundos completamente diferentes se encontram em uma escola de música de elite, as melodias de suas vidas se combinam em total harmonia.",Blockbusters & Fura-Bolha
Street Fighter,Filme,2026.0,https://image.tmdb.org/t/p/w500/dJPT2Uf12X6aFg8i5N67NTpIZ9t.jpg,"Em 1993, os lutadores afastados Ryu e Ken Masters são colocados de volta em combate quando a misteriosa Chun-Li os recruta para o próximo Torneio do Guerreiro Global, uma briga brutal de socos, destinos e fúria. Porém, por trás dessa batalha por glória está uma conspiração mortal que os força a se enfrentarem entre si e seus demônios do passado.",Ação
O Convite,Filme,2026.0,https://image.tmdb.org/t/p/w500/yXLx87GoPrM1ofZyIdFJOaqCjKP.jpg,"O casamento de Joe e Angela está por um fio. Quando eles convidam seus enigmáticos vizinhos do andar de cima para um jantar, a noite toma rumos inesperados e o que prometia ser uma noite tranquila rapidamente descarrila. Os vizinhos trazem uma proposta inesperada e provocativa que obriga os dois casais a confrontarem seus desejos, intimidades e crises existenciais",Blockbusters & Fura-Bolha
The Boys,Série,2019.0,https://image.tmdb.org/t/p/w500/in1R2dDc421JxsoRWaIIAqVI2KE.jpg,"Na trama, conhecemos um mundo em que super-heróis são as maiores celebridades do planeta, e rotineiramente abusam dos seus poderes ao invés de os usarem para o bem.",Ficção Científica
Passageiro do Mal,Filme,2026.0,https://image.tmdb.org/t/p/w500/aSoOiatgMmXtDS3iwWD5hC2Rbyn.jpg,"Durante uma viagem de van, um jovem casal presencia um acidente terrível que resulta na morte do motorista. Logo, eles passam a ser perseguidos por uma entidade demoníaca, de quem é impossível escapar e que os segue por onde quer que vão.",Terror
As Ovelhas Detetives,Filme,2026.0,https://image.tmdb.org/t/p/w500/crW4rarCRUVRSRFy3Bufw8Mwf8l.jpg,"George é um pastor que lê romances policiais para suas queridas ovelhas todas as noites, acreditando que elas não conseguem entender. Mas, quando um incidente misterioso interrompe a vida na fazenda, as ovelhas percebem que precisam se tornar as detetives. Ao seguir as pistas e investigar suspeitos humanos, elas provam que até mesmo ovelhas podem ser brilhantes solucionadoras de crimes.",Romance
A Casa do Dragão,Série,2022.0,https://image.tmdb.org/t/p/w500/oKJDm4QCKbp6mR4FnxXrFlPJP8Y.jpg,"200 anos antes dos eventos de ""Game of Thrones"", os Targaryen estavam no ápice de seu poder, tendo inúmeros dragões sob seu comando, mas nem tudo dura para sempre. O início do fim da dinastia Targaryen.",Blockbusters & Fura-Bolha
Crystal Lake,Série,2026.0,https://image.tmdb.org/t/p/w500/3ENhExiD2fcjk5FX0AcAXcvLu9N.jpg,,Blockbusters & Fura-Bolha
The Drop: Uma Saga Snowfall,Série,2026.0,https://image.tmdb.org/t/p/w500/dMrtbf4hR6f18R1bPQ2Oh5GxVrQ.jpg,"Na Los Angeles dos anos 1990, Wanda e Leon lutam para levar o rap da Costa Oeste ao grande público, enquanto guerras de gangues eclodem e gravadoras buscam explorar a cultura hip-hop em benefício próprio.",Ação
LIAR GAME,Série,2026.0,https://image.tmdb.org/t/p/w500/1bBCTwdIDdau06vQaNWc7bHErqq.jpg,"Kanzaki Nao, uma jovem inocente e honesta, se envolve no LIAR GAME, um jogo onde o que vale é a mentira, e o roubo é a chave para vencer. Sem saber o que fazer, ela pede ajuda de Akiyama Shin'ichi, um famoso golpista que acaba de sair da prisão. Sairão ambos bilionários, ou com dívidas impossíveis de pagar? Nao pode mesmo confiar em Akiyama, ou ele tem outros planos?",Blockbusters & Fura-Bolha
Avatar Aang: O Último Mestre do Ar,Filme,2026.0,https://image.tmdb.org/t/p/w500/tiUtJXN4OZaK2PQM0q8mbbBgKS4.jpg,"O Avatar Aang, o último mestre do ar do mundo, toma conhecimento de um poder antigo que poderia salvar sua cultura da extinção. Com a ajuda de seus amigos, ele embarca em uma busca global para encontrá-lo antes que caia em mãos erradas e ameace destruir a paz que eles sacrificaram tudo para alcançar.",Blockbusters & Fura-Bolha
给阿嬷的情书,Filme,2026.0,https://image.tmdb.org/t/p/w500/s0sC3hPPX4OobLNfdl2iSs2vtvI.jpg,,Blockbusters & Fura-Bolha
Um Conto de Duas Cidades,Série,2026.0,https://image.tmdb.org/t/p/w500/oL2b0zBWPJGXS0x56EJMZq76AKl.jpg,"Aquele foi o melhor dos tempos... Três jovens se encontram nas ruas de Londres Georgiana, que dá início a uma jornada épica durante a Revolução Francesa.",Aventura e Fantasia
Chad Powers: O Quarterback,Série,2025.0,https://image.tmdb.org/t/p/w500/buUbLRAMSHbFyBCCG7WGv0FCNir.jpg,"Oito anos após um erro imperdoável destruir sua promissora carreira no futebol americano universitário, o astro Russ Holliday tenta ressuscitar seus sonhos. Ele se disfarça de Chad Powers, um talentoso esquisitão que entra para o time da South Georgia Catfish.",Blockbusters & Fura-Bolha
Vigil,Série,2021.0,https://image.tmdb.org/t/p/w500/5zAheY0Upi2MwU3edGtEgb7Ldh3.jpg,O misterioso desaparecimento de uma traineira escocesa e a morte a bordo de um submarino nuclear Trident colocam a polícia em conflito com a Marinha Britânica e os serviços de segurança,Terror
Todo Mundo em Pânico,Filme,2026.0,https://image.tmdb.org/t/p/w500/y9yJd2qIIwhZcllHeKHsz5eRvNr.jpg,"Vinte e seis anos depois de escaparem de um assassino mascarado suspeitosamente familiar, o Quarteto Fantástico está de volta à mira do criminoso, e nenhuma propriedade intelectual de filmes de terror está a salvo.",Terror
Bob Esponja,Série,1999.0,https://image.tmdb.org/t/p/w500/yXrtQINkVRyNmfUQFyVG2LuoTqm.jpg,"Uma esponja-do-mar chamada Bob Esponja Calça Quadrada mora com seu caracol de estimação na Fenda do Biquíni, no fundo do oceano. Bob trabalha no Siri Cascudo e, nas horas vagas, vive arrumando confusões com seu melhor amigo, a estrela-do-mar Patrick.",Ação
Os Simpsons,Série,1989.0,https://image.tmdb.org/t/p/w500/1jGPgDDcmg3Xgs3WO8sfYfbnFoA.jpg,"Uma animação sobre uma típica família dos Estados Unidos. Homer é o pai de família nada saudável ou inteligente, que adora beber cerveja. Marge é a esposa e mãe de família dedicada. Bart é o filho de 10 anos, que não leva a escola a sério e tem orgulho disso. Lisa é a garota de 8 anos, um gênio não apreciado. E Maggie é a bebê que não larga a chupeta.",Ação
The Girl in the River,Filme,2026.0,https://image.tmdb.org/t/p/w500/Athmtx06Un1OUWF33IVWExTPs6X.jpg,Um criminologista experiente e uma jovem psicóloga são atraídos para uma remota cidade americana para investigar o assassinato de uma garotinha e o desaparecimento de sua irmã gêmea enquanto entram na mente do assassino em uma corrida contra o tempo.,Terror
生逢其时,Série,2026.0,https://image.tmdb.org/t/p/w500/q2ulZwiuO9Gg0bVziimr8CXHdpk.jpg,,Blockbusters & Fura-Bolha
Adultos,Série,2025.0,https://image.tmdb.org/t/p/w500/pUWQGpBgwLgIuttLJ8DKywqu1Mq.jpg,"Um grupo de jovens de vinte e poucos anos moram juntos em Nova York e tentam ser pessoas boas, apesar de ainda estarem bem longe disso.",Blockbusters & Fura-Bolha
Band of Brothers: Legacy,Filme,2026.0,https://image.tmdb.org/t/p/w500/n29MsV1m2OCbDp6PLeHxziOVOLG.jpg,"Uma homenagem documental à série que ajudou a preservar a história da Easy Company, em consonância com o 25º aniversário da série limitada original da HBO.",Blockbusters & Fura-Bolha
가능한 사랑,Filme,2026.0,https://image.tmdb.org/t/p/w500/7UAzxqezg5yvZyK3k62wOAzg0Zs.jpg,,Blockbusters & Fura-Bolha
O Drama,Filme,2026.0,https://image.tmdb.org/t/p/w500/tM3hbeEwJZdQAjwwt5UjFn638AY.jpg,"Profundamente apaixonados e em meio aos preparativos finais para o grande dia do casamento, o casal tem sua felicidade ameaçada quando vêm à tona segredos que jamais poderiam imaginar.",Romance
신병,Série,2022.0,https://image.tmdb.org/t/p/w500/rhaVq50hxzvyIMBhR4g9ElMpLfG.jpg,,Blockbusters & Fura-Bolha
A Morte do Demônio: Em Chamas,Filme,2026.0,https://image.tmdb.org/t/p/w500/fteLdvfRnltfLjAEnsl5E3vImnW.jpg,"Após a perda do marido, uma mulher busca consolo com seus sogros em sua casa isolada. À medida que, um a um, eles são transformados em Deadites — transformando o encontro em uma reunião familiar infernal —, ela descobre que os votos que fez em vida... continuam vivos mesmo após a morte.",Terror
Ponto Sem Retorno,Filme,2026.0,https://image.tmdb.org/t/p/w500/1C2qbfUW3lTzb8vpZeG8pjYzW3Q.jpg,"Após a população mundial ter sido devastada por uma pandemia, um homem vive uma existência solitária em um hangar de aviões no Colorado com seu cachorro e um pistoleiro taciturno com quem fez amizade. Quando uma transmissão misteriosa surge no rádio enquanto ele pilota seu velho Cessna, isso desencadeia uma busca pela origem do som.",Ação
Stranger Things,Série,2016.0,https://image.tmdb.org/t/p/w500/twfKp60THrcOIep9sjHODOOfO8d.jpg,"Quando um garoto desaparece, a cidade toda participa nas buscas. Mas o que encontram são segredos, forças sobrenaturais e uma menina.",Blockbusters & Fura-Bolha
A Justiceira,Série,2026.0,https://image.tmdb.org/t/p/w500/zChO8JkgXkxYBr49wxxXMPbfquz.jpg,Uma assassina de aluguel a serviço de uma organização secreta retorna após uma licença-maternidade de três anos. Seu marido jornalista fica cada vez mais desconfiado e tenta descobrir a vida secreta dela.,Ação
The Mongoose,Filme,2026.0,https://image.tmdb.org/t/p/w500/eSS5mvSG84UUuvtbHel5Yu3Wik4.jpg,"Um herói de guerra falsamente acusado, sem nada a perder, lidera a polícia em uma épica perseguição televisiva de carro pelo país, ajudado por membros de seu antigo batalhão das Forças Especiais do Exército e monitorado de perto por um público fascinado que torce por sua fuga segura.",Ação
O Novato,Série,2018.0,https://image.tmdb.org/t/p/w500/yCPGrd6fzbftuaH97OUS6tUdE4B.jpg,"John Nolan, um homem de 40 anos, deixa para trás sua vida confortável em uma cidade pequena para viver seu sonho de ser um agente policial no Departamento de Polícia de Los Angeles. Como o novato mais velho, ele enfrenta a descrença de seus colegas.",Ação
American Dad!,Série,2005.0,https://image.tmdb.org/t/p/w500/eb9sH2am9IUSQ8GhXTNAVoujk8W.jpg,"Stan Smith é um agente da CIA lotado em Langley Falls, na Virginia, cujo objetivo principal da vida é a segurança nacional. Sua família, um peixe dourado falante e um alienígena resgatado da Área 51 mantêm Stan ocupado enquanto ele tenta combater atividades terroristas nos EUA.",Terror
Duna: Parte Três,Filme,2026.0,https://image.tmdb.org/t/p/w500/s6EYTdJpvYYSC7IyC7GpLuTxlak.jpg,"O terceiro filme da trilogia Duna que adaptará o livro ""O Messias de Duna"".",Blockbusters & Fura-Bolha
Ludwig,Série,2024.0,https://image.tmdb.org/t/p/w500/6xpAG4tJKhRT6y2Uxw2nAJareoQ.jpg,"Em uma tentativa de desvendar o mistério do desaparecimento de seu irmão gêmeo, o recluso designer de quebra-cabeças John ""Ludwig"" Taylor assume a identidade de seu irmão gêmeo James como DCI do Cambridge Serious Crime Squad.",Ação
Detetive Conan,Série,1996.0,https://image.tmdb.org/t/p/w500/gW14n6xxONXrya8CIDhRe5Ada7U.jpg,"Transformado em criança por uma substância misteriosa, o detetive adolescente Conan ajuda na solução de crimes complexos enquanto persegue os vilões que o envenenaram.",Ação
Spider-Noir,Série,2026.0,https://image.tmdb.org/t/p/w500/rfrzXSaiuvRMLo8PRQds0TfFrZC.jpg,"O detetive particular Ben Reilly é contratado para casos simples... até que gângsteres, monstros e uma misteriosa femme fatale tecem uma teia que o obriga a confrontar seu passado como o único super-herói de Nova York: O Spider.",Terror
The Furious,Filme,2026.0,https://image.tmdb.org/t/p/w500/k334z7zxOJlJvOsOwyRF6HClCvi.jpg,"Após a filha de Wang Wei ser sequestrada por uma rede criminosa e ele não receber ajuda da polícia corrupta, Wei decide encontrá-la por conta própria. Seu único aliado é Navin, um jornalista implacável cuja esposa desapareceu misteriosamente. Movidos por uma fúria vingativa, a dupla improvável enfrenta os sequestradores impiedosamente neste explosivo confronto de artes marciais.",Blockbusters & Fura-Bolha
Star Wars: O Mandaloriano e Grogu,Filme,2026.0,https://image.tmdb.org/t/p/w500/dNwaS0tnwgQRaQFPY5MbGxdmYXr.jpg,"O maligno Império caiu e os senhores da guerra Imperiais ainda estão espalhados pela galáxia. Enquanto a jovem Nova República luta para proteger tudo pelo que a Rebelião batalhou, ela conta com a ajuda do lendário caçador de recompensas Mandaloriano Din Djarin e seu jovem aprendiz Grogu.",Ação
Alpha,Filme,2026.0,https://image.tmdb.org/t/p/w500/bPtRt3ajQ0EkyeQ1O6iJwAIi9Py.jpg,"Submetida a experimentos militares quando criança, uma assassina de elite vai atrás das pessoas responsáveis e descobre um passado que não fazia ideia que existia.",Blockbusters & Fura-Bolha
A Diplomata,Série,2023.0,https://image.tmdb.org/t/p/w500/1DoshncExMCGK9skDMA7iddHalJ.jpg,"Em meio a uma crise internacional, uma diplomata de sucesso precisar lidar com a carreira de embaixadora e um conturbado casamento com um político influente.",Blockbusters & Fura-Bolha
Animals,Filme,2026.0,https://image.tmdb.org/t/p/w500/pzGIIFt33PHYHb2HJwof0WHrJKR.jpg,,Blockbusters & Fura-Bolha
Contos Paralelos,Filme,2026.0,https://image.tmdb.org/t/p/w500/9VAKwQ0wbafwfyOusX3RF3K0bC8.jpg,"Em busca de inspiração para seu novo romance, Sylvie, uma escritora francesa em crise criativa, passa os dias observando secretamente os vizinhos do prédio em frente ao seu apartamento em Paris. Tentando recuperar o brilho de seus anos de prestígio, ela transforma a rotina alheia em matéria-prima para sua escrita. Mas, quando contrata Adam para ajudá-la nas tarefas do dia a dia, a linha entre observação e interferência começa a se desfazer, desencadeando consequências inesperadas para ela, seus vizinhos e sua própria ficção.",Romance
Oasis: Don't Look Back In Anger,Filme,2026.0,https://image.tmdb.org/t/p/w500/uDScWBbQ6s1MCKQlekZdLt6wM5M.jpg,"Os integrantes da banda comentam diretamente sobre o fim do grupo e sobre a decisão de retomar a parceria para a turnê Oasis Live ’25, que levou a banda novamente aos palcos em 2025. O filme registra ensaios, bastidores e apresentações, além de entrevistas conjuntas dos Gallagher, as primeiras realizadas pelos dois em mais de 25 anos.",Blockbusters & Fura-Bolha
Harry Potter,Série,2026.0,https://image.tmdb.org/t/p/w500/qKTY9GXIf3OeIiKOav6yaOEaZXW.jpg,"Esta série explora todos os cantos do mundo mágico, levando as incríveis aventuras de Harry Potter para públicos novos e antigos.",Comfort Movies
Além Das Nuvens,Série,2026.0,https://image.tmdb.org/t/p/w500/lUZohwRbOHriUm5Y9yyItDEJ1bh.jpg,"Ex-comissária de bordo, Ruan Sixian persegue o sonho de se tornar piloto na escola de aviação; mais tarde, ela entra em conflito e depois se reconcilia com o executivo do setor Fu Mingyu, em uma disputa de alto nível que envolve inovação na indústria e a redenção profissional de ambos.",Ação
欢迎来龙餐馆,Filme,2026.0,https://image.tmdb.org/t/p/w500/2OJX7udqqpk5c82pXXdL2hnny0D.jpg,,Blockbusters & Fura-Bolha
O Rato,Série,2026.0,https://image.tmdb.org/t/p/w500/o1ujqeHciL7sqOGer9kGyNPqob3.jpg,"Um escritor recluso descobre que sua identidade foi roubada. Agora, precisa se aliar a um agiota para retomar sua vida das mãos de um homem conhecido como O Rato.",Blockbusters & Fura-Bolha
Monstro: A História de Lizzie Borden,Série,2026.0,https://image.tmdb.org/t/p/w500/57XScX1aYtKi1LvHYFQLPUxVhTG.jpg,"Presa em um lar cruel da era vitoriana, Lizzie Borden mata os pais em um crime sangrento que abala o país.",Terror
Presidente Curtis,Série,2026.0,https://image.tmdb.org/t/p/w500/bslvJffCHQSJxUKuEEzjkYPNrTn.jpg,"O presidente Curtis e sua equipe enfrentam crises que Rick Sanchez ignoraria, da diplomacia interdimensional a fenômenos paranormais.",Blockbusters & Fura-Bolha
Cidade de Sangue,Série,2026.0,https://image.tmdb.org/t/p/w500/qKIQ1FO7D422UAY4Ib5vFel8Vy2.jpg,"Berlim, uma cidade-estado à beira do colapso. Enquanto uma pequena parcela privilegiada vive sob um domo climatizado, os que estão do lado de fora lutam para sobreviver em um mundo devastado pelo calor, corrupção e crime. Após anos separadas, as irmãs Bea e Phoebe se reencontram e descobrem um segredo sombrio: os vampiros estão determinados a tomar o poder político, e o sangue se tornou a nova moeda da cidade.",Terror
American Horror Story,Série,2011.0,https://image.tmdb.org/t/p/w500/x2c3AvZeTyNehRZXabTojAxfDuR.jpg,"Uma antologia dramática de terror trazendo a cada temporada novas histórias, cenários e personagens perturbadores.",Terror
Flex x Cop,Série,2024.0,https://image.tmdb.org/t/p/w500/aLrGyfe2nbfM9PvtSYoKy5jEOJu.jpg,"Um rapaz rico e divertido se envolve em um incidente e se junta a uma equipe de investigação de crimes violentos. Ao mobilizar sua enorme riqueza e contatos pessoais, o detetive rico de terceira geração captura criminosos que estão além do alcance da polícia.",Ação
LEGO Star Wars: The Mandalorian,Filme,2026.0,https://image.tmdb.org/t/p/w500/x3HEvYXWOW6WHqsHmg2MUVy3SLm.jpg,"O Mandaloriano e Grogu se juntam a seus aliados excêntricos para uma festa épica, celebrando seu heroísmo. Enquanto amigos entretêm a turma com histórias de suas aventuras, uma ameaça pirata se aproxima.",Aventura e Fantasia
Como uma Família,Série,2026.0,https://image.tmdb.org/t/p/w500/9VYLkfIHCNXl9ZzCy13bTpmUpIS.jpg,"Cinco famílias excêntricas vivem lado a lado na Comunidade de Chumbak. Lá, conflitos caóticos e situações hilárias fazem com que cada dia seja um novo capítulo.",Blockbusters & Fura-Bolha
Neagley: Detetive Particular,Série,2026.0,https://image.tmdb.org/t/p/w500/rdsrpK39op8a1PehUeTyl3M5ka6.jpg,"Um novo capítulo começa no universo de REACHER. Frances Neagley é uma investigadora particular em Chicago e ex-colega de Jack Reacher na 110ª Unidade de Investigações Especiais do Exército. Ao saber que um amigo querido de seu passado morreu em um acidente suspeito, ela fica determinada a obter justiça.",Ação
O Senhor dos Anéis: Os Anéis de Poder,Série,2022.0,https://image.tmdb.org/t/p/w500/b5pl6GmQmTCHmZKEBhXPN0gmoAq.jpg,"Tendo início em uma época de relativa paz, a série acompanha um grupo de personagens que enfrenta o ressurgimento do mal na Terra-média. Das profundezas escuras das Montanhas de Névoa, das majestosas florestas de Lindon, do belíssimo reino da ilha de Númenor, até os confins do mapa, esses reinos e personagens criarão legados que permanecerão vivos muito além de suas partidas.",Comfort Movies
Jaadugar: A Witch in Mongolia,Série,2026.0,https://image.tmdb.org/t/p/w500/A62nNZKHo1Ee8AjXHFAu6ykM66F.jpg,"O momento: século XIII. O lugar: yeke Mongγol ulus, o maior império que o mundo já conheceu. A mulher: Fátima, vinda da Pérsia, onde as técnicas medicinais e o conhecimento científico superavam qualquer precedente. O desejo de Fátima por um lugar onde ela pudesse colocar seus conhecimentos à mostra a leva para o palácio dos mongóis, onde ela vira subordinada de Töregene, a sexta esposa de Ögedei, o segundo grande Khan. Ela é uma mulher poderosa que tem sentimentos confusos sobre o rumo que o império está tomando. Essas duas mulheres são o eixo que farão as políticas do palácio e, em breve, do próprio mundo, mudarem...",Blockbusters & Fura-Bolha
A Will Eternal,Série,2020.0,https://image.tmdb.org/t/p/w500/jgeAAUyACa4KIdOPafFlWas3em5.jpg,"Ele tinha um sonho: viver para sempre! Perdeu seus pais ainda jovem e foi criado em uma aldeia humilde, mas sempre tinha um sorriso no rosto, aprontando travessuras. Mas um dia, um imortal apareceu, dando a oportunidade que ele precisava, trilhar o caminho da imortalidade, entrar no mundo do cultivo. Acompanhe história de Bai Xiachun, um garoto simples e com medo de morrer, mas ele não desistirá do seu sonho.",Terror
消失的人,Filme,2026.0,https://image.tmdb.org/t/p/w500/v1mXfFXyAQRedKHIg1ji9gGKmSt.jpg,,Blockbusters & Fura-Bolha
Mortal Kombat 2,Filme,2026.0,https://image.tmdb.org/t/p/w500/iILiJSRViTEcF23MHhGCbVm3mfW.jpg,"Os campeões favoritos dos fãs – agora acompanhados pelo próprio Johnny Cage – são colocados uns contra os outros numa sangrenta e derradeira batalha, sem regras ou limites, para derrotar o governo sombrio de Shao Kahn.",Terror
The Odyssey,Filme,2026.0,https://image.tmdb.org/t/p/w500/b0z3ViIC5AkbJoqxmTpqyjgmoJs.jpg,,Blockbusters & Fura-Bolha
Origem,Série,2022.0,https://image.tmdb.org/t/p/w500/eK9ZDIq7gPFRJ0GGaWvgrXLZgXX.jpg,"Desvende o mistério de uma cidade no centro dos EUA. Enquanto os moradores lutam para manter um senso de normalidade, eles também devem sobreviver às ameaças da floresta ao redor, incluindo as criaturas aterrorizantes que surgem quando o sol se põe.",Terror
The Fix,Filme,2026.0,https://image.tmdb.org/t/p/w500/yopXjun3ICFfJci2ukcEzceZjUs.jpg,,Blockbusters & Fura-Bolha
The Villager of Level 999,Série,2026.0,https://image.tmdb.org/t/p/w500/b62MUHX0v8aVVyqH9P0zlEYhf9n.jpg,"Em Earthclear, todos nascem com um papel predefinido, e os aldeões são os mais fracos de todos. A maioria nunca passa do Nível 5 — exceto Koji Kagami, que é Nível… 999?! Em uma caçada a monstros, ele encontra Alice, a filha do Rei Demônio, e descobre que compartilham um sonho impossível: a coexistência entre humanos e demônios.",Terror
A Morte de Robin Hood,Filme,2026.0,https://image.tmdb.org/t/p/w500/o0QndnepFPWget2kdKpzh26RBYt.jpg,"Atormentado pelas cicatrizes de uma vida marcada pelo crime, Robin Hood sobrevive por pouco àquela que acreditava ser sua batalha final. Gravemente ferido, ele é encontrado por uma mulher misteriosa que o recolhe das sombras e passa a cuidar de seus ferimentos. Com o corpo fora de combate, cada erro cometido no passado volta para assombrá-lo.",Terror
Jujutsu Kaisen,Série,2020.0,https://image.tmdb.org/t/p/w500/8R1mMSC1gX1cg5ed7ns49JOEqw3.jpg,"Sofrimento, arrependimento, vergonha: os sentimentos negativos dos humanos tornam-se Maldições, causando terríveis acidentes que podem levar até mesmo à morte. E pra piorar, Maldições só podem ser exorcizadas por outras Maldições. Certo dia, para salvar amigos que estavam sendo atacados por Maldições, Yuji Itadori engole o dedo do Ryomen-Sukuna, absorvendo sua Maldição. Ele então decide se matricular no Colégio Técnico de Feitiçaria de Tóquio, uma organização que combate as Maldições... e assim começa a heróica lenda do garoto que tornou-se uma Maldição para exorcizar uma Maldição.",Terror
O Último Nascer do Sol,Filme,2026.0,https://image.tmdb.org/t/p/w500/aUP8lmnCvOUiG0n1ciXaeFEou3j.jpg,"Ry é uma estudante universitária que convive com uma doença crônica. Durante uma viagem de férias para a ilha de Maiorca com a sua mãe, Ry se apaixona inesperadamente por Julián. À medida que aprende a se entregar ao presente, o agravamento de sua condição de saúde e segredos familiares guardados há anos ameaçam desmoronar tudo antes que o verão chegue ao fim.",Blockbusters & Fura-Bolha
A Luz do Futuro,Série,2026.0,https://image.tmdb.org/t/p/w500/nnqscYuGNJKdM62PAxTYEf8Z9cm.jpg,"Em um passado alternativo, uma dupla improvável se une para procurar um catálogo perdido capaz de levar eletricidade às ruas esfumaçadas de Kyoto.",Ficção Científica
