titulo,tipo,ano,capa,sinopse,categoria
On the Sea,Filme,2026.0,https://image.tmdb.org/t/p/w500/9dZj1TDR2TlSdWjnzGI87jbZSts.jpg,,Blockbusters & Fura-Bolha
Avatar: Fogo e Cinzas,Filme,2025.0,https://image.tmdb.org/t/p/w500/3almrQT8GnrDjnQeWotdExjJhZm.jpg,"Após a devastadora guerra contra a RDA e a perda de seu filho mais velho, Jake Sully e Neytiri enfrentam uma nova ameaça em Pandora: o Povo das Cinzas, uma tribo Na'vi violenta e sedenta por poder, liderada pela implacável Varang. A família de Jake deve lutar por sua sobrevivência e pelo futuro de Pandora em um conflito que os leva aos seus limites emocionais e físicos.",Ficção Científica
Protocolo de Extermínio,Filme,2026.0,https://image.tmdb.org/t/p/w500/S8yJg9VlcDRB55CFIBAF7V2lZ3.jpg,Uma sniper precisa lutar sozinha contra um esquadrão de soldados geneticamente modificados no meio do deserto para salvar sua filha pequena.,Ação
Super Mario Galaxy: O Filme,Filme,2026.0,https://image.tmdb.org/t/p/w500/b3WeTp42eJSRuE4UZfyPCOJW4c.jpg,"Depois de salvar o Reino dos Cogumelos, Mario e seus amigos se encontram em uma missão intergaláctica para deter um novo vilão ameaçador.",Ação
Razão e Sensibilidade,Filme,2026.0,https://image.tmdb.org/t/p/w500/q2Jnaui0w7pe24Hex2z6wEocirf.jpg,"Uma nova e irresistível releitura do icônico romance “Razão e Sensibilidade”, de Jane Austen: uma história encantadora, espirituosa e com a qual é fácil se identificar, sobre amor e irmandade.",Romance
It's Always Sunny in Philadelphia,Série,2005.0,https://image.tmdb.org/t/p/w500/2UDlWXzHmSZnLY9qsWPQuTBJoY7.jpg,"Quatro amigos na Filadélfia gerenciam um bar. Charlie,  Mac e Dennis, amigos desde crianças,  são os originais proprietários do Paddy's Pub. Dee, irmã  gêmea de Dennis, trabalha como garçonete. Ter o próprio negócio dá aos  amigos a possibilidade de satisfazer as próprias vontades, por mais  distorcidas e complicadas que sejam.",Blockbusters & Fura-Bolha
冬城猎凶,Série,2026.0,https://image.tmdb.org/t/p/w500/64NVbdSuNgrK90wqhtnlR2S4sPK.jpg,,Blockbusters & Fura-Bolha
Fallout,Série,2024.0,https://image.tmdb.org/t/p/w500/tQRX6GbYooU7kUaarKf5YXDTONy.jpg,"Baseada em uma das maiores séries de videogame de todos os tempos, Fallout é a história de quem tem e de quem não tem, em um mundo onde não existe quase nada para se ter. 200 anos após o apocalipse, uma habitante pacífica de um agradável refúgio é forçada a se aventurar na superfície e fica chocada quando descobre a terra devastada que a espera.",Aventura e Fantasia
Doupo Cangqiong,Série,2017.0,https://image.tmdb.org/t/p/w500/oyoahIcdamTXwjIaL3CqZ1v5CLl.jpg,"Em uma terra onde não há magia, uma terra onde os fortes fazem as leis e os fraco tem que obedecer, uma terra cheia de tesouros fascinantes e de uma beleza indescritível, mas também preenchida com perigos inimagináveis. Xiao Yan, que mostrou ter um talento nunca antes visto em décadas, de repente perdeu tudo há três anos – seus poderes, sua reputação e a promessa com sua mãe. O que o levou a perder todos os seus poderes? E por que a sua noiva de repente apareceu?",Aventura e Fantasia
A Captura,Filme,2026.0,https://image.tmdb.org/t/p/w500/z1BazG57E5JaNbxQ5kpXt8h8whv.jpg,Dois policiais mexicanos precisam sobreviver às últimas horas de seu turno após cruzarem o caminho de um chefe de cartel implacável.,Blockbusters & Fura-Bolha
Longe Demais,Série,2024.0,https://image.tmdb.org/t/p/w500/iH94JBWThuy8EMNYqY9e1EJSORn.jpg,"Uma mulher chega à terra natal de seu falecido marido com seu corpo e filho, mas sua poderosa família a impede de sair, levando a uma batalha quando segredos obscuros vêm à tona.",Blockbusters & Fura-Bolha
死有對証,Série,2026.0,https://image.tmdb.org/t/p/w500/mRDJwZJluve4ETbWn5Oqify9EPh.jpg,,Blockbusters & Fura-Bolha
Pionek,Série,2024.0,https://image.tmdb.org/t/p/w500/iirTKNlAVdacYHo3fXBGIzhglQU.jpg,,Blockbusters & Fura-Bolha
Dexter: Ressurreição,Série,2025.0,https://image.tmdb.org/t/p/w500/wG6GBTreXHoBhxsFY4vVSQtYey5.jpg,"Dexter Morgan acorda do coma e vai para Nova Iorque, determinado a encontrar Harrison e consertar as coisas, mas quando Angel Batista da Miami Metro chega com perguntas, Dexter percebe que seu passado está mais próximo do que nunca.",Blockbusters & Fura-Bolha
Zootopia 2,Filme,2025.0,https://image.tmdb.org/t/p/w500/sOgzzmyHJ3uWjEU509AwrcXoE71.jpg,Os detetives Judy Hopps e Nick Wilde se encontram na trilha sinuosa de um réptil misterioso que chega a Zootopia e vira a metrópole dos mamíferos de cabeça para baixo.,Blockbusters & Fura-Bolha
Batman: A Queda do Morcego - Parte 1,Filme,2026.0,https://image.tmdb.org/t/p/w500/qJJTWt69ZUxFQU0SUh0dWN9bUqf.jpg,"O Asilo Arkham foi destruído, e todos os seus detentos foram soltos em Gotham City. Enquanto corre contra o tempo para capturar alguns de seus maiores inimigos, Batman é levado ao limite de suas capacidades físicas e mentais, rumo a um confronto final contra uma nova ameaça: o homem chamado Bane!",Ficção Científica
花儿与少年,Série,2014.0,https://image.tmdb.org/t/p/w500/s4WOcsEQ1pLjdKWEy7dcFDlWfI4.jpg,,Blockbusters & Fura-Bolha
Drive Through Fire,Filme,2026.0,https://image.tmdb.org/t/p/w500/lmQKEJ4Te7CQ5mhnXwr3zCLnOvc.jpg,,Blockbusters & Fura-Bolha
Gandhari,Filme,2026.0,https://image.tmdb.org/t/p/w500/hCHei97aPYCCsh4vicz9X0wmdFV.jpg,"Depois do sequestro da filha, uma mãe se reinventa para caçar a gangue por trás de um círculo de tráfico de crianças. Com Taapsee Pannu.",Blockbusters & Fura-Bolha
Sheep in the Box,Filme,2026.0,https://image.tmdb.org/t/p/w500/aUeOpkCfGJHgQYFy89vTb0OvgWF.jpg,"Num futuro próximo, a arquiteta Otone Komoto é casada com Kensuke, que dirige uma construtora. O casal decide acolher um robô humanoide em sua casa como seu filho.",Ficção Científica
Jogos Vorazes: Amanhecer na Colheita,Filme,2026.0,https://image.tmdb.org/t/p/w500/dqcvSXztIx9LPIPr3sQyeB3EWe1.jpg,"Explora Panem 24 anos antes da saga de Katniss, começando na manhã da colheita dos 50º Jogos Vorazes, dos quais participa o jovem Haymitch Abernathy.",Blockbusters & Fura-Bolha
Superman,Filme,2025.0,https://image.tmdb.org/t/p/w500/v8ezJI3qfEv4OYq8AWSp4inFIwE.jpg,"Superman, um jovem repórter de Metrópolis, embarca em uma jornada para reconciliar sua herança kryptoniana com sua criação humana como Clark Kent.",Aventura e Fantasia
I Want Your Sex,Filme,2026.0,https://image.tmdb.org/t/p/w500/5BcTAQYlPpzxdsQSfw4luLez65a.jpg,"Elliot, um jovem novato, consegue um emprego para a renomada artista, ícone e provocadora Erika Tracy. Suas fantasias se tornam realidade quando Erika o convoca para se tornar sua musa sexual. No entanto, Elliot logo se vê fora de seu alcance quando a artista o leva em uma jornada mais profunda do que ele jamais havia imaginado, em um mundo de sexo, obsessão, poder, traição e assassinato.",Aventura e Fantasia
I Want to Love You Till Your Dying Day,Série,2026.0,https://image.tmdb.org/t/p/w500/73DZoZWswGICwZ8G287avfBUeYj.jpg,"Numa academia secreta onde crianças órfãs são criadas para se tornarem armas, a morte é rotina e o luto é proibido. Sheena, uma garota de 14 anos que questiona essa vida brutal, conhece Mimi, uma garota misteriosa e ensanguentada que se recusa a ceder. Num mundo construído sobre a violência, as duas se agarram a uma frágil esperança e lutam para preservar sua humanidade.",Terror
Pluribus,Série,2025.0,https://image.tmdb.org/t/p/w500/p9J7CXVI5gjkyUo6trV7m85gssW.jpg,A pessoa mais triste da Terra deve salvar o mundo da felicidade.,Blockbusters & Fura-Bolha
Gator Face,Filme,2026.0,https://image.tmdb.org/t/p/w500/fM7S2VWp3yziqQwO9vNEu3Epb8v.jpg,,Blockbusters & Fura-Bolha
ルックバック,Filme,2026.0,https://image.tmdb.org/t/p/w500/6eXDHPwPDTZTgf4wuGIP49bxxJV.jpg,,Blockbusters & Fura-Bolha
Patrulha Canina,Série,2013.0,https://image.tmdb.org/t/p/w500/pQ0bBHR9Q3wurjNMjnqal0gJaYo.jpg,"Seis cachorrinhos heroicos liderados por um garoto de 10 anos realizam arriscadas missões de resgate sempre com bom humor, habilidades especiais e veículos muito legais!",Blockbusters & Fura-Bolha
"Acampamento Miasma: Adolescência, Sexo e Morte",Filme,2026.0,https://image.tmdb.org/t/p/w500/7r37ugEVIODiGk05UjzlD8t9F7d.jpg,"Após anos de sequências desleixadas, a franquia Camp Miasma é entregue a uma jovem diretora entusiasmada para ser revitalizada. Mas ao visitar a estrela do filme original, hoje uma atriz reclusa e envolta em mistério, as duas mergulham em um mundo ensanguentado de desejo, medo e delírio.",Terror
Hokum: O Pesadelo da Bruxa,Filme,2026.0,https://image.tmdb.org/t/p/w500/fn5QNtG3LLXC3e7ZTQDYP92kFYc.jpg,"O escritor solitário Ohm Bauman refugia-se em um hotel isolado para cumprir o último desejo de seus pais. A despedida silenciosa transforma-se em pesadelo quando histórias sobre uma antiga bruxa que assombra a suíte de lua de mel passam a invadir seus sonhos e sua mente. Entre visões perturbadoras e um desaparecimento chocante, Ohm é levado a um confronto aterrorizante com as forças que cercam o local e com os cantos mais sombrios de seu próprio passado.",Terror
For All Mankind,Série,2019.0,https://image.tmdb.org/t/p/w500/JP3DItWMbrrLiKR5AYUfpsNf2b.jpg,Imagine um mundo em que a corrida espacial global nunca chegou ao fim. Essa série dramática de Ronald D. Moore é contada através das vidas dos astronautas da NASA e de suas famílias.,Blockbusters & Fura-Bolha
O Urso,Série,2022.0,https://image.tmdb.org/t/p/w500/tAJYUFaWot3jn5vtDUoxNNIw9aF.jpg,"Carmy, um jovem chefe requintado, volta para Chicago para administrar a lanchonete de sua família. Enquanto ele luta para transformar a loja e a si mesmo, ele trabalha ao lado de uma equipe medíocre que acaba se transformando na sua família.",Ação
Lucky,Série,2026.0,https://image.tmdb.org/t/p/w500/qdobPy3No4Fi3dCzcIDP9n8AjcO.jpg,"Quando um roubo dá errado, a vigarista Lucky é forçada a cair na estrada. Perseguida pelo FBI e por uma mafiosa implacável, Lucky deve lutar pela sua vida. E por uma saída.",Ação
A Um Passo da Guerra,Filme,2026.0,https://image.tmdb.org/t/p/w500/vCIQeQ2ynVqEjIvtbOXGnKtcgAX.jpg,"O presidente Ronald Reagan corre contra o tempo para salvar um acordo com o líder soviético Mikhail Gorbachev que poderia desmantelar os arsenais nucleares ou desencadear um desastre. Com a pressão aumentando de todos os lados, cada palavra dita aproxima o mundo da paz... ou da destruição.",Ação
Marshals: Uma História de Yellowstone,Série,2026.0,https://image.tmdb.org/t/p/w500/kqzWUZKQYomcJhXA5mDcaZFTWiG.jpg,"Com o Rancho Yellowstone no passado, Kayce Dutton junta-se aos Marshals, combinando suas habilidades como cowboy e SEAL para levar justiça a Montana. Ele e seus companheiros servem como a última linha de defesa na guerra contra a violência na região.",Ação
Tarung: Unforgiven,Filme,2026.0,https://image.tmdb.org/t/p/w500/v9ZtOlIJ3HS49UMtS4eli3WMenT.jpg,,Blockbusters & Fura-Bolha
Dancing with the Stars,Série,2005.0,https://image.tmdb.org/t/p/w500/iisHVZ6we56PE4BcV1csB46SbiG.jpg,"Dançarinos profissionais formam pares com celebridades para treinar e competir na dança de salão, recebendo orientações de especialistas ao longo do caminho.",Blockbusters & Fura-Bolha
BLACK TORCH,Série,2026.0,https://image.tmdb.org/t/p/w500/m0Y86byoQXcxbYPdg4pQ8feEjE1.jpg,"Jiro Azuma não é um estudante qualquer. Descendente de ninjas e treinado na antiga arte marcial dos shinobis, também é capaz de se comunicar com os animais. Após um encontro misterioso com um gato ferido chamado Rago, Jiro descobre que o felino é, na verdade, a lendária estrela negra da perdição! Ao lado do serviço secreto, eles enfrentam mononokes que buscam explorar os poderes de Rago.",Blockbusters & Fura-Bolha
Normal,Filme,2026.0,https://image.tmdb.org/t/p/w500/t13MdGCKRZvkmrFW2A7Vih3QjwD.jpg,"O xerife interino Ulysses, chamado à cidade isolada pela neve de Normal, Minnesota, descobre uma conspiração criminosa internacional no coração da aparentemente pitoresca cidadezinha quando ajuda um casal de assaltantes de banco envolvido em uma situação mortal.",Romance
Tales of Herding Gods [Mu Shen Ji],Série,2024.0,https://image.tmdb.org/t/p/w500/jPHitNQ1fuKK6aPZ6eCPiFq9XhG.jpg,"Qin Mu nasceu com um corpo mortal. Depois de passar por provações, ele se tornou o líder da Seita do Demônio Celestial e foi nomeado o primeiro doutor da Academia Imperial pelo Reino Yankang. Durante a rebelião do Reino Yankang, Qin Mu atraiu o deus demônio, o que desencadeou uma grande tempestade. Mais tarde, ele seguiu Wu Khan até o Palácio Dourado de Loulan e lutou contra todos os oponentes no Palácio Sagrado sozinho. Ele retornou a Yankang, auxiliou o professor nacional a suprimir a rebelião e a construir o Canhão Divino Disparador do Sol. Mais tarde, ele herdou o legado do Imperador Humano e se tornou a nova geração do Imperador Humano. Por acaso, Qin Mu aprendeu sobre sua experiência de vida. Com a ajuda de Xiao Yujing e outros da seita taoísta, ele iniciou uma grande era de reforma do taoísmo e poderes mágicos.",Aventura e Fantasia
हैवान,Filme,2026.0,https://image.tmdb.org/t/p/w500/ykXYDPPvoPhTaBeQ90OibCaCOWX.jpg,,Blockbusters & Fura-Bolha
Minotaure,Filme,2026.0,https://image.tmdb.org/t/p/w500/7XH2vaVsishBS0GuCgO3bOXfCaB.jpg,,Blockbusters & Fura-Bolha
Untold - Mr. T: Eu Tenho Pena do Tolo,Filme,2026.0,https://image.tmdb.org/t/p/w500/vuuZsx4O3zKvIdvllQvUWanAhLE.jpg,"Antes das correntes de ouro, do moicano e da fama de Hollywood de The A-Team e Rocky III, havia Laurence Tureaud. Esta é a extraordinária história de origem por trás de um dos ícones mais improváveis ​​e amados do entretenimento – o Sr.",Blockbusters & Fura-Bolha
Pecados e Rosas,Série,2025.0,https://image.tmdb.org/t/p/w500/3Qwhs7xxf9LILllWLnxbSaCBNDf.jpg,,Blockbusters & Fura-Bolha
A Mulher Secreta,Filme,2026.0,https://image.tmdb.org/t/p/w500/3tlLGxQXY6Xqv3Wln8Y63tPhpeF.jpg,"Uma mulher com amnésia descobre que, na verdade, tem marido, filho e uma fortuna de família neste suspense baseado no best-seller de Anna Ekberg.",Blockbusters & Fura-Bolha
O Diabo Veste Prada 2,Filme,2026.0,https://image.tmdb.org/t/p/w500/50yWyY981TyUHhoxxSEKwO70FmQ.jpg,"Miranda Priestly navega por sua carreira em meio ao declínio das publicações tradicionais de revistas. Ela se confronta com Emily Charlton, sua ex-assistente, agora uma influente executiva de um grupo de luxo, que detém verbas publicitárias de que Miranda Priestly precisa desesperadamente.",Blockbusters & Fura-Bolha
டிசி,Filme,2026.0,https://image.tmdb.org/t/p/w500/cB6ZAWK70cR5HVnGK6BaCr8W4FH.jpg,,Blockbusters & Fura-Bolha
Mal de Amores,Série,2026.0,https://image.tmdb.org/t/p/w500/s4JqPzWc6qZy79KWpHzQ8dTWCTJ.jpg,"Durante a Revolução Mexicana, Emilia Sauri corre atrás do sonho de se tornar médica, desafiando as convenções em busca do amor, de um propósito e da independência.",Romance
Elio,Filme,2025.0,https://image.tmdb.org/t/p/w500/2H8k54MWPQtsxWkQhR2HVfT34ty.jpg,"Elio, um garoto oprimido com uma imaginação fértil, acaba sendo transportado acidentalmente para o Comuniverso. Identificado por engano como o embaixador da Terra para o resto do universo, Elio precisará formar novos laços com excêntricas formas de vida alienígenas, sobreviver a uma série de tribulações terríveis e, de alguma forma, descobrir quem ele realmente está destinado a ser.",Ficção Científica
Wardriver,Filme,2026.0,https://image.tmdb.org/t/p/w500/rBZA12Hf4yZZgud6iPuFU49L7zk.jpg,A história de um ladrão brilhante e experiente em tecnologia que é forçado a invadir a conta bancária de uma jovem aparentemente rica e realizar o roubo de quase um milhão de dólares.,Blockbusters & Fura-Bolha
Hamnet: A Vida Antes de Hamlet,Filme,2025.0,https://image.tmdb.org/t/p/w500/njatIGrIlZCxB88UUBC2xgmfCNE.jpg,"Um dos mais importantes escritores do cânone ocidental, William Shakespeare vive uma tragédia ao lado de sua esposa Agnes quando o casal perde o filho de 11 anos para uma das várias pragas que assolaram o século XVI. Hamnet era o nome do menino. Explorando os temas da perda e da morte, o filme acompanha a rotina e o dia a dia de uma família, as alegrias e as tristezas de viver numa pequena vila na Inglaterra do passado e a história de amor poderosa que inspirou a criação da peça Hamlet.",Terror
undertone,Filme,2026.0,https://image.tmdb.org/t/p/w500/2PFgFMnrdCPXWiZl1PUvky7Mo9D.jpg,A apresentadora de um popular podcast paranormal passa a ser assombrada por gravações aterrorizantes misteriosamente enviadas a ela.,Terror
L’inconnue,Filme,2026.0,https://image.tmdb.org/t/p/w500/y2T0tVfF0AHGYo2Bw3C5CkhlS5Y.jpg,,Blockbusters & Fura-Bolha
Leviticus,Filme,2026.0,https://image.tmdb.org/t/p/w500/mxRA0Sgytk7Z1kIBtfxTCGaIact.jpg,Dois adolescentes precisam escapar de uma entidade violenta que assume a forma da pessoa que eles mais desejam — um ao outro.,Blockbusters & Fura-Bolha
A Arca,Série,2023.0,https://image.tmdb.org/t/p/w500/chwOLOn5HJiABTL7hLBsD4WCgHg.jpg,"100 anos no futuro, as missões de colonização planetária começaram como uma necessidade para ajudar a garantir a sobrevivência da raça humana. A primeira dessas missões em uma espaçonave conhecida como Ark One encontra um evento catastrófico que causa destruição em massa e perda de vidas. Faltando mais de um ano para chegar ao planeta-alvo, falta de suprimentos para sustentar a vida e perda de liderança, a tripulação restante deve se tornar a melhor versão de si mesma para permanecer no curso e sobreviver.",Ficção Científica
Aşk ve Taht,Série,2026.0,https://image.tmdb.org/t/p/w500/bOZ1DblgHgesrxLS2NM1gV8LIGH.jpg,,Blockbusters & Fura-Bolha
X-Men '97,Série,2024.0,https://image.tmdb.org/t/p/w500/yvqC5hw3rkW9vputtZ8PlwYhJRp.jpg,"X-Men ’97 revisita a era icônica dos anos 1990, quando os X-Men, um grupo de mutantes que usam seus dons extraordinários para proteger um mundo que os odeia e teme, são desafiados como nunca antes, forçados a enfrentar um novo futuro perigoso e inesperado.",Ficção Científica
100 Namoradas Que Te Amam Muuuuuito,Série,2023.0,https://image.tmdb.org/t/p/w500/hZSsLnmxoWq6Q6nkjAxlkPlAfq4.jpg,"Rentaro Aijo levou 100 foras ao longo do ensino fundamental. Então, ele visita um santuário e reza por melhor sorte no ensino médio. O Deus do Amor aparece para ele e lhe promete que em breve conhecerá 100 pessoas que está destinado a namorar. Mas há um problema: uma vez que o destino apresenta alguém a ele, os dois precisam se amar alegremente. Caso contrário, eles morrerão. O que acontecerá com Rentaro e suas 100 namoradas no ensino médio?",Romance
Evlilik Güzeldir,Série,2026.0,https://image.tmdb.org/t/p/w500/kMEUr1CH5fGmeae3rVP4xDfD9t3.jpg,,Blockbusters & Fura-Bolha
Clevatess,Série,2025.0,https://image.tmdb.org/t/p/w500/avajalKjBP5QjwIEb5Xs8QXg1K.jpg,"A história acompanha o protagonista Rei Demônio, que está sendo caçado por 13 heróis, incluindo Alicia, que sonha em ser uma heroína desde criança... Depois de tentar assassinar o Rei Demônio, os heróis causam mais problemas para as raças humanas, encontrando apenas uma maneira de salvar a humanidade: confiar um único bebê ao Rei Demônio Clevatess.",Blockbusters & Fura-Bolha
Brothers Under Fire,Filme,2026.0,https://image.tmdb.org/t/p/w500/e5EKqk9V7N3w0WvYFhl6wSVrMp0.jpg,,Blockbusters & Fura-Bolha
I Love Boosters,Filme,2026.0,https://image.tmdb.org/t/p/w500/4pNKIUFy7tkZiBx0rnSmG9ysRy.jpg,"A história segue Corvette (Keke Palmer), uma aspirante a estilista que lidera um grupo de ladras de lojas. Quando uma implacável magnata da moda, Christie Smith (Demi Moore), rouba um de seus designs, o grupo planeja assaltar todo o estoque da magnata, o que acaba desencadeando um movimento global de trabalhadores que vão revendê-las a preços acessíveis para a comunidade local.",Blockbusters & Fura-Bolha
Chainsmoker Cat,Série,2026.0,https://image.tmdb.org/t/p/w500/1OEYjA3bpPlXNPwV51WJhGWx8Mk.jpg,Yani não consegue parar em nenhum emprego nem pagar o aluguel. Ela só pensa em fumar. Mas a preocupação das pessoas próximas vai obrigar a garota a mudar de vida.,Ação
Motor City,Filme,2026.0,https://image.tmdb.org/t/p/w500/djQDbncuITRUOheWun2oecgLIDW.jpg,Um criminoso recém-libertado busca vingança contra aqueles que o incriminaram e o colocaram na cadeia.,Blockbusters & Fura-Bolha
Little Lorraine,Filme,2026.0,https://image.tmdb.org/t/p/w500/rUzBqWq7idfMTBLCWs55Hkt9lpq.jpg,,Blockbusters & Fura-Bolha
Escândalo e Intriga,Série,2026.0,https://image.tmdb.org/t/p/w500/fPXgwURa9dRRJDA8JzYT4K2aAaI.jpg,"Na era Joseon, uma proposta secreta desperta desejos ocultos em uma nobre talentosa, seu amante e uma mulher envolvida no jogo perigoso entre o casal.",Romance
O Sorveteiro,Filme,2026.0,https://image.tmdb.org/t/p/w500/3qbjuaIhlfInBd9C85yv1ss50mq.jpg,"Um sorveteiro misterioso distribui um doce amaldiçoado que transforma crianças em assassinas, sedentas por sangue e sem piedade com os adultos. Enquanto o massacre toma conta das ruas, três jovens que escaparam por pouco da maldição correm contra o tempo para descobrir a origem desse homem e impedir que a matança se espalhe, antes que não sobre ninguém vivo.",Terror
NCIS: Investigação Naval,Série,2003.0,https://image.tmdb.org/t/p/w500/abjNx4jqvaJn5UvsuLaBVRVndyJ.jpg,"Sob o exemplar comando de Leroy Jethro Gibbs, uma equipe de agentes especiais investiga crimes relacionados com a Marinha dos Estados Unidos.",Ação
Outer Banks,Série,2020.0,https://image.tmdb.org/t/p/w500/ovDgO2LPfwdVRfvScAqo9aMiIW.jpg,"Em uma ilha com moradores pobres e ricos, John B e sua turma vivem aventuras cheias de mistério em busca de um tesouro perdido.",Aventura e Fantasia
O Documentário da IA: Ou Como Me Tornei Otimista Diante do Apocalipse,Filme,2026.0,https://image.tmdb.org/t/p/w500/4RUcIektEM9ozTUPy1O2arNetgy.jpg,"Prestes a ser pai, um homem investiga a IA, entrevistando empresários e especialistas para entender como ela poderia afetar a vida de seu filho e o futuro da humanidade.",Ficção Científica
Cem Anos de Solidão,Série,2024.0,https://image.tmdb.org/t/p/w500/7wzqSXKqa7CVnyVz8dSHrVeRf16.jpg,"Na pacata cidade de Macondo, sete gerações da família Buendía vivem o amor, o esquecimento e a impossibilidade de fugir do passado e do próprio destino.",Romance
Tatort,Série,1970.0,https://image.tmdb.org/t/p/w500/j73WOp6ArCy8vK4vreIdSunoXAr.jpg,"Um dos seriados mais famosos e populares na Alemanha se chama TATORT e é um seriado policial. A série é transmitida todos os domingos com cada episódio durando 90 minutos, sem nenhum comercial! A série existe desde os anos 70. A Alemanha não produz muitas séries, as séries americanas lá, tem um espaço reservado e especial para os alemães.",Ficção Científica
Meu Idol é Meu Chefe,Série,2026.0,https://image.tmdb.org/t/p/w500/b5jBoSQ7CW1zDJURuctD30mATuO.jpg,"Uma fã fervorosa consegue um emprego em uma empresa de moda, apenas para descobrir que ela foi cofundada por seu maior ídolo. Determinada a manter o profissionalismo, ela esconde sua identidade, mas logo tem seus planos abalados pelo CEO da empresa, um verdadeiro viciado em trabalho. À medida que sentimentos secretos não correspondidos e conflitos pessoais ocultos envolvem o trio, ela se vê dividida entre a obsessão de uma vida inteira e uma nova conexão inesperada.",Blockbusters & Fura-Bolha
Link Click,Série,2021.0,https://image.tmdb.org/t/p/w500/8uBae3fsFRhYNrNBxuWJCXlBFKE.jpg,"Em uma metrópole moderna, há uma pequena loja chamada ""Time Photo Studio"". Embora apenas alguns clientes venham visitá-lo, na verdade ele é administrado por Cheng Xiaoshi e Lu Guang, dois homens com poderes especiais. Eles cooperam e usam seus superpoderes para entrar nas fotos a fim de atender ao pedido do cliente. Porém, as coisas sempre fogem de seu controle...",Blockbusters & Fura-Bolha
Kuruluş: Orhan,Série,2025.0,https://image.tmdb.org/t/p/w500/1kEgzEvhJmw5eSxuGwn0o1cgHlK.jpg,,Blockbusters & Fura-Bolha
A Última Casa,Filme,2026.0,https://image.tmdb.org/t/p/w500/AqOwuZ4X0Ssi3LIsYqXNw52IIvW.jpg,Uma família trancada misteriosamente na própria casa precisa se unir para sobreviver à escassez de recursos e à força sombria que a mantém presa.,Blockbusters & Fura-Bolha
Mulheres de Azul,Série,2024.0,https://image.tmdb.org/t/p/w500/ghXx9P0LZ7PoLX6YfVz4HbU4QOP.jpg,"Em 1971, quatro mulheres desafiam as normas ultraconservadoras e juntam-se à primeira força policial feminina do México, o que acaba sendo uma jogada publicitária para distrair a imprensa de um assassino em série. Conforme o número de vítimas aumenta, elas fazem um pacto para levar o assassino à justiça.",Terror
A Leste do Palácio,Série,2026.0,https://image.tmdb.org/t/p/w500/qxn0dgt6k0yOH3CIFqmGRwSBZYO.jpg,O rei convoca um homem com acesso ao mundo espiritual e uma dama capaz de ouvir os mortos. Será que eles conseguem desvendar os segredos sombrios do palácio?,Terror
O Monstro em Mim,Série,2025.0,https://image.tmdb.org/t/p/w500/quCj9ztr4vhuHtvxV7ISIAHQPln.jpg,"Uma escritora famosa se envolve em um estranho jogo mental com seu novo vizinho, um homem rico e poderoso que pode ser um assassino.",Terror
O Agente Secreto,Filme,2025.0,https://image.tmdb.org/t/p/w500/t1DQ4XXIqTm5LvUjz8jypN43JjZ.jpg,"No Brasil de 1977, Marcelo, um especialista em tecnologia fugindo de um passado misterioso, volta ao Recife em busca de um pouco de paz, mas percebe que a cidade está longe de ser o refúgio que procura.",Ação
Demon Slayer: Kimetsu no Yaiba Castelo Infinito,Filme,2025.0,https://image.tmdb.org/t/p/w500/41XdjOXGQoH0HTDNqEfwKGvGgwm.jpg,"Enquanto os membros dos caçadores e os Hashira participavam de um rigoroso programa de fortalecimento coletivo, conhecido como Treinamento dos Hashira, em preparação para a batalha final contra os demônios, Muzan Kibutsuji aparece na Mansão Ubuyashiki. Com a vida do líder da organização em risco, Tanjiro e os Hashira correm até o quartel-general, mas acabam sendo lançados, pelas mãos de Muzan, em uma queda profunda rumo a um espaço misterioso para um confronto final, o Castelo Infinito.",Ficção Científica
Golpe Explosivo,Filme,2026.0,https://image.tmdb.org/t/p/w500/9ZxbfDA3OCcwAFwIgOGC4Rauogn.jpg,"O centro de Londres entra em pânico com a descoberta de uma bomba da Segunda Guerra Mundial não detonada em um canteiro de obras. Em meio ao caos de uma evacuação em massa, uma quadrilha de criminosos inicia um assalto audacioso.",Ação
The Revolutionaries,Série,2026.0,https://image.tmdb.org/t/p/w500/5fLyYAxXWP4BxZCBN79NV1eiT4d.jpg,,Blockbusters & Fura-Bolha
Pinóquio: Maldição de Madeira,Filme,2026.0,https://image.tmdb.org/t/p/w500/wgO649swkzsI58q3ikpxYNvkwv7.jpg,"O boneco de madeira Pinóquio é trazido à vida por forças macabras. Distante da inocência original, sua jornada para se tornar um menino de verdade é marcada por violência e vingança. À medida que Pinóquio persegue brutalmente aqueles que cruzam seu caminho, antigos laços familiares são distorcidos em horrores impensáveis.",Terror
Saga of Tanya the Evil,Série,2017.0,https://image.tmdb.org/t/p/w500/y0NcqaEx6Md4MPcDWHAr8e5CQfF.jpg,"Junho de 1923. Uma jovem garota loira de olhos azuis, Tanya Degurechaff, estuda no último nível na Academia Militar Imperial e treina na terceira linha de patrulha do distrito militar do norte, o Norden Theater, como parte de seu serviço para as forças armadas. Na transição, Tanya é apontada para tarefas de observação, mas um ataque surpresa força Tanya a entrar em combate com as tropas de magos da Federação. Tanya está em menor número e não resistirá até a chegada de reforços, mas não pode fugir, sob pena de ser condenada ao crime de deserção.",Ação
